종목명	시장	접수일자	정지사유	제출인
유안타제10호기업인수목적	기	2025.04.28	상장폐지 사유발생	코스닥시장본부
글로본 IR	코	2025.04.28	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
비에이치아이	코	2025.04.25	단일판매공급계약	코스닥시장본부
스피어	코	2025.04.24	단일판매공급계약	코스닥시장본부
포톤	코	2025.04.23	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
에코아이	코	2025.04.23	무상증자	코스닥시장본부
나라소프트	기	2025.04.23		코넥스시장
시큐브	코	2025.04.22	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
인콘	코	2025.04.21	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
디비금융제11호기업인수목적	기	2025.04.21	SPAC 소멸합병	코스닥시장본부
대신밸런스제15호기업인수목적	기	2025.04.21	SPAC 소멸합병	코스닥시장본부
인크레더블버즈 IR	코	2025.04.18	불성실공시법인 지정	코스닥시장본부
KB제31호스팩	코	2025.04.17	SPAC 합병(예비심사청구대상)	코스닥시장본부
지엔코	코	2025.04.16	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
알파칩스	코	2025.04.15	자본감소	코스닥시장본부
블루엠텍	코	2025.04.15	무상증자	코스닥시장본부
에이스테크	코	2025.04.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
서울전자통신	코	2025.04.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
롤링스톤	코	2025.04.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
글로본 IR	코	2025.04.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
한국제14호기업인수목적	기	2025.04.08	SPAC 소멸합병	코스닥시장본부
하이퍼코퍼레이션	코	2025.04.08	자본감소	코스닥시장본부
플라즈맵	코	2025.04.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
세종텔레콤	코	2025.04.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
라온시큐어	코	2025.04.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
하이로닉	코	2025.04.07	풍문 또는 보도 관련	코스닥시장본부
팡스카이	넥	2025.04.07	상장폐지 사유발생	코넥스시장
올리패스	코	2025.04.07	상장폐지 사유발생	코스닥시장본부
오건에코텍	넥	2025.04.07	사업보고서 미제출	코넥스시장
엘리비젼	넥	2025.04.07	상장폐지 사유발생	코넥스시장
아이엠	기	2025.04.07	풍문 또는 보도 관련	코스닥시장본부
스타코링크	기	2025.04.07	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
리노공업	코	2025.04.07	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
더테크놀로지	기	2025.04.07	사업보고서 미제출	코스닥시장본부
더즌 IR	코	2025.04.07	무상증자	코스닥시장본부
노보믹스	기	2025.04.07	상장폐지 사유발생	코넥스시장
제일엠앤에스	코	2025.04.04	풍문 또는 보도 관련	코스닥시장본부
솔루믹스	넥	2025.04.04	상장폐지 사유발생	코넥스시장
형지글로벌	코	2025.04.01	무상증자	코스닥시장본부
이화공영	코	2025.04.01	회생절차 개시신청	코스닥시장본부
셀레스트라 IR	코	2025.04.01	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
HLB생명과학	코	2025.04.01	합병	코스닥시장본부
티에스넥스젠	코	2025.03.31	풍문 또는 보도 관련	코스닥시장본부
삼미금속	코	2025.03.31	주식병합	코넥스시장
에스엘테라퓨틱스	기	2025.03.28	상장폐지 사유발생	코넥스시장
교보13호기업인수목적	기	2025.03.26	SPAC 합병(예비심사청구대상)	코스닥시장본부
아이톡시	코	2025.03.25	관리종목지정사유발생	코스닥시장본부
신한제10호기업인수목적	기	2025.03.24	상장폐지사유 발생	코스닥시장본부
하이퍼코퍼레이션	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
피씨엘	코	2025.03.21	풍문 또는 보도 관련	코스닥시장본부
풍전약품	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
투비소프트	코	2025.03.21	풍문 또는 보도 관련	코스닥시장본부
카이노스메드	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
이오플로우 IR	코	2025.03.21	풍문 또는 보도 관련	코스닥시장본부
셀루메드	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
리튬포어스	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
디와이디	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
드래곤플라이	코	2025.03.21	투자자 보호	코스닥시장본부
HLB펩	코	2025.03.21	관리종목지정사유발생	코스닥시장본부
DMS	코	2025.03.21	상장폐지 사유발생	코스닥시장본부
하이퍼코퍼레이션	코	2025.03.20	관리종목지정우려	코스닥시장본부
서울전자통신	코	2025.03.20	관리종목지정사유발생	코스닥시장본부
DXVX	코	2025.03.20	관리종목지정사유발생	코스닥시장본부
피노	코	2025.03.19	단일판매공급계약	코스닥시장본부
코엔텍	기	2025.03.18	주식교환, 이전	코스닥시장본부
앤씨앤	코	2025.03.18	관리종목지정사유발생	코스닥시장본부
플라즈맵	코	2025.03.17	관리종목지정사유발생	코스닥시장본부
풍전약품	코	2025.03.14	관리종목지정우려	코스닥시장본부
지엔코	코	2025.03.14	자본감소	코스닥시장본부
이오플로우 IR	코	2025.03.14	관리종목지정우려	코스닥시장본부
셀루메드	코	2025.03.14	관리종목지정우려	코스닥시장본부
롤링스톤	코	2025.03.14	자본감소	코스닥시장본부
드래곤플라이	코	2025.03.14	관리종목지정우려	코스닥시장본부
글로본 IR	코	2025.03.14	자본감소	코스닥시장본부
플라즈맵	코	2025.03.13	자본감소	코스닥시장본부
푸드나무	코	2025.03.13	관리종목지정우려	코스닥시장본부
에이스테크	코	2025.03.13	자본감소	코스닥시장본부
큐러블	기	2025.03.12	풍문 또는 보도 관련	코넥스시장
사토시홀딩스 IR	코	2025.03.12	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
세종텔레콤	코	2025.03.11	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
파라택시스코리아	코	2025.03.10	관리종목지정우려	코스닥시장본부
인콘	코	2025.03.07	자본감소	코스닥시장본부
플라즈맵	코	2025.03.06	관리종목지정우려	코스닥시장본부
다보링크	코	2025.03.06	불성실공시법인 지정	코스닥시장본부
케이비제26호기업인수목적	기	2025.03.04	SPAC 소멸합병	코스닥시장본부
유안타제9호기업인수목적	기	2025.03.04	상장폐지 사유발생	코스닥시장본부
나라소프트	기	2025.03.04	회생절차개시신청	코넥스시장
팬스타엔터프라이즈	코	2025.02.27	우회상장여부 및 요건충족확인	코스닥시장본부
웨이브일렉트로	코	2025.02.27	회계처리 기준위반	코스닥시장본부
바이온 IR	기	2025.02.27	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
서울전자통신	코	2025.02.26	관리종목지정우려	코스닥시장본부
스타코링크	기	2025.02.25	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
아이엠	기	2025.02.21	관리종목지정우려	코스닥시장본부
앤씨앤	코	2025.02.20	관리종목지정우려	코스닥시장본부
이화전기공업	기	2025.02.17	투자자보호	코스닥시장본부
이트론	기	2025.02.17	투자자보호	코스닥시장본부
디와이디	코	2025.02.14	관리종목지정우려	코스닥시장본부
리튬포어스	코	2025.02.13	관리종목지정우려	코스닥시장본부
DXVX	코	2025.02.13	관리종목지정우려	코스닥시장본부
비엘팜텍	코	2025.02.12	무상증자	코스닥시장본부
키움제7호기업인수목적	기	2025.02.11	SPAC 소멸합병	코스닥시장본부
삼영이엔씨	코	2025.02.11	상장적격성 실질심사 대상(사유발생)	코스닥시장본부
광림	기	2025.02.11	투자자 보호	코스닥시장본부
스타코링크	기	2025.02.10	관리종목지정우려	코스닥시장본부
셀레스트라 IR	코	2025.02.10	자본감소	코스닥시장본부
한화플러스제4호기업인수목적	기	2025.02.07	SPAC 합병(예비심사청구대상)	코스닥시장본부
유아이엘	코	2025.02.07	무상증자	코스닥시장본부
HLB펩	코	2025.02.04	관리종목지정우려	코스닥시장본부
키움제6호기업인수목적	기	2025.02.03	SPAC 소멸합병	코스닥시장본부
제이케이시냅스	코	2025.02.03	불성실공시법인 지정	코스닥시장본부
자이글	코	2025.01.23	불성실공시법인 지정	코스닥시장본부
신영해피투모로우제8호기업인수목적	기	2025.01.23	SPAC합병(예비심사청구대상	코스닥시장본부
스타코링크	기	2025.01.23	자본감소	코스닥시장본부
삼성기업인수목적6호	기	2025.01.23	상장폐지 사유발생	코스닥시장본부
조광아이엘아이	기	2025.01.22	투자자 보호	코스닥시장본부
엔에이치기업인수목적23호	기	2025.01.22	상장폐지 사유발생	코스닥시장본부
아크솔루션스	기	2025.01.22	풍문 또는 보도 관련	코스닥시장본부
대유	기	2025.01.22	투자자 보호	코스닥시장본부
엘비루셈	기	2025.01.21	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
삼미금속	코	2025.01.21	분산요건미달 사유 발생	코넥스시장
하나마이크론	코	2025.01.17	분할	코스닥시장본부
아이오케이이엔엠	코	2025.01.17	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
베뉴지 IR	코	2025.01.17	중요한 영업정지	코스닥시장본부
케이비제21호기업인수목적	기	2025.01.16	상장폐지 사유발생	코스닥시장본부
디지캡	코	2025.01.16	영업양수도	코스닥시장본부
더테크놀로지	기	2025.01.14	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
세명전기	코	2025.01.13	단일판매공급계약	코스닥시장본부
본느	코	2025.01.08	풍문 또는 보도 관련	코스닥시장본부
제닉스로보틱스	코	2025.01.07	무상증자	코스닥시장본부
프로브잇	기	2025.01.06	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
피노	코	2025.01.03	단일판매공급계약	코스닥시장본부
세종텔레콤	코	2025.01.02	자본감소	코스닥시장본부
프로브잇	기	2024.12.31	파산신청(발행 ELW 포함)	코스닥시장본부
엠에프엠코리아	기	2024.12.31	투자자 보호	코스닥시장본부
크라우드웍스	코	2024.12.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
캔버스엔	코	2024.12.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
SCL사이언스	코	2024.12.30	우회상장여부 및 요건충족확인	코스닥시장본부
오션인더블유	코	2024.12.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
미래에셋비전기업인수목적1호	기	2024.12.24	SPAC 소멸합병	코스닥시장본부
카이바이오텍	기	2024.12.23	지정자문인 선임계약 해지	코넥스시장
메디콕스	코	2024.12.19	불성실공시법인 지정	코스닥시장본부
HC홈센타	코	2024.12.19	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
킵스파마	코	2024.12.18	우회상장여부 및 요건충족확인	코스닥시장본부
베셀	코	2024.12.17	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
미래에셋비전기업인수목적2호	기	2024.12.17	SPAC 합병(예비심사청구대상)	코스닥시장본부
제테마	코	2024.12.10	무상증자	코스닥시장본부
비엘팜텍	코	2024.12.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
프레스티지바이오로직스	코	2024.12.05	단일판매공급계약	코스닥시장본부
텔콘RF제약	코	2024.12.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
프로브잇	기	2024.12.04	불성실공시법인 지정	코스닥시장본부
노브랜드	코	2024.12.04	무상증자	코스닥시장본부
HC홈센타	코	2024.12.04	불성실공시법인 지정	코스닥시장본부
하나금융21호기업인수목적	기	2024.12.03	SPAC 소멸합병	코스닥시장본부
지슨	코	2024.12.03	SPAC 합병(예비심사청구대상)	코스닥시장본부
지슨	기	2024.12.03		코넥스시장
뉴온	코	2024.11.29	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
하나금융22호기업인수목적	기	2024.11.27	SPAC 소멸합병	코스닥시장본부
신도기연	코	2024.11.27	단일판매공급계약	코스닥시장본부
수성웹툰	코	2024.11.27	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
대신밸런스제16호기업인수목적	기	2024.11.26	SPAC 합병(예비심사청구대상)	코스닥시장본부
에스엔유프리시젼	기	2024.11.25	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
더테크놀로지	기	2024.11.22	자본감소	코스닥시장본부
상상인제3호기업인수목적	기	2024.11.21	상장폐지 사유발생	코스닥시장본부
큐로홀딩스	코	2024.11.20	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
한화플러스제3호기업인수목적	기	2024.11.19	SPAC 소멸합병	코스닥시장본부
큐엠씨	넥	2024.11.19	주식의 병합, 분할 등 전자등록 변경, 말소	코넥스시장
씨씨에스	코	2024.11.19	불성실공시법인 지정	코스닥시장본부
스타코링크	기	2024.11.19	불성실공시법인 지정	코스닥시장본부
삼보산업	코	2024.11.15	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
아이비케이에스제20호기업인수목적	기	2024.11.14	SPAC 합병(예비심사청구대상)	코스닥시장본부
캔버스엔	코	2024.11.11	무상증자	코스닥시장본부
레드캡투어 IR	코	2024.11.08	무상증자	코스닥시장본부
케이비제26호기업인수목적	기	2024.11.07	SPAC 합병(예비심사청구대상)	코스닥시장본부
프로브잇	기	2024.11.06	파산신청(발행 ELW 포함)	코스닥시장본부
오가닉티코스메틱	코	2024.11.06	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
엔켐	코	2024.11.05	불성실공시법인 지정	코스닥시장본부
드래곤플라이	코	2024.11.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
시스네오텍	기	2024.11.04	투자자 보호	코스닥시장본부
비즈니스온커뮤니케이션	기	2024.11.01	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이비제28호기업인수목적	기	2024.10.31	SPAC 합병(예비심사청구대상)	코스닥시장본부
씨앤에이치	기	2024.10.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
베셀	코	2024.10.30	자본감소	코스닥시장본부
주성엔지니어링	코	2024.10.29	매매거래정지 취소	코스닥시장본부
DH오토웨어	코	2024.10.28	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
주성엔지니어링	코	2024.10.25	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
신한제10호기업인수목적	기	2024.10.25	SPAC 합병(예비심사청구대상)	코스닥시장본부
사토시홀딩스 IR	코	2024.10.25	중요한 영업정지	코스닥시장본부
대신밸런스제13호기업인수목적	기	2024.10.24	SPAC 소멸합병	코스닥시장본부
유비쿼스	코	2024.10.23	무상증자	코스닥시장본부
삼성기업인수목적9호	기	2024.10.23	SPAC 합병(예비심사청구대상)	코스닥시장본부
디비금융제11호기업인수목적	기	2024.10.23	SPAC 합병(예비심사청구대상)	코스닥시장본부
동아엘텍	코	2024.10.23	무상증자	코스닥시장본부
JW신약	코	2024.10.23	중요한 영업정지	코스닥시장본부
씨앤에이치	기	2024.10.22	불성실공시법인 지정	코스닥시장본부
교보12호기업인수목적	기	2024.10.22	SPAC 소멸합병	코스닥시장본부
에이스테크	코	2024.10.21	우회상장여부 및 요건충족확인	코스닥시장본부
엘비루셈	기	2024.10.18	합병	코스닥시장본부
비엘팜텍	코	2024.10.18	자본감소	코스닥시장본부
대신밸런스제15호기업인수목적	기	2024.10.18	SPAC 합병(예비심사청구대상)	코스닥시장본부
LB세미콘	코	2024.10.18	합병	코스닥시장본부
제이시스메디칼	기	2024.10.16	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
이브이파킹서비스	기	2024.10.15		코넥스시장
엑스플러스	코	2024.10.15	불성실공시법인 지정	코스닥시장본부
네오팜	코	2024.10.15	무상증자	코스닥시장본부
페니트리움바이오	코	2024.10.14	무상증자	코스닥시장본부
한국유니온제약	코	2024.10.11	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
피노	코	2024.10.08	단일판매공급계약	코스닥시장본부
판타지오	코	2024.10.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이사인	코	2024.10.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
미디어젠	코	2024.10.07	풍문 또는 보도 관련	코스닥시장본부
삼보산업	코	2024.10.04	자본감소	코스닥시장본부
한울비앤씨	기	2024.10.02	투자자 보호	코스닥시장본부
삼현	코	2024.10.02	무상증자	코스닥시장본부
비덴트	코	2024.10.02	투자자 보호	코스닥시장본부
버킷스튜디오	코	2024.10.02	투자자보호	코스닥시장본부
한국제14호기업인수목적	기	2024.09.30	SPAC 합병(예비심사청구대상)	코스닥시장본부
올리패스	코	2024.09.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
큐엠씨	넥	2024.09.27	자본감소	코넥스시장
큐로홀딩스	코	2024.09.27	자본감소	코스닥시장본부
더테크놀로지	기	2024.09.25	자본감소	코스닥시장본부
케이에이치미래물산	기	2024.09.24	투자자 보호	코스닥시장본부
케이에이치건설	기	2024.09.24	투자자 보호	코스닥시장본부
장원테크	기	2024.09.24	투자자 보호	코스닥시장본부
이루다	기	2024.09.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
상지건설 IR	코	2024.09.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이엔제이 IR	코	2024.09.23	중요한 영업정지	코스닥시장본부
TS트릴리온	코	2024.09.19	회생절차개시신청	코스닥시장본부
GRT	코	2024.09.19	주식배당	코스닥시장본부
드래곤플라이	코	2024.09.13	자본감소	코스닥시장본부
디바이스	코	2024.09.11	단일판매공급계약	코스닥시장본부
위메이드맥스 IR	코	2024.09.10	주식교환, 이전	코스닥시장본부
퀀타피아	기	2024.09.09	투자자 보호	코스닥시장본부
지더블유바이텍	기	2024.09.09	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
무궁화인포메이션테크놀로지	기	2024.09.09	투자자 보호	코스닥시장본부
비즈니스온커뮤니케이션	기	2024.09.05	주식교환,이전	코스닥시장본부
알파AI	코	2024.09.02	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
커넥트웨이브	기	2024.08.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
재영솔루텍	코	2024.08.30	중요한 영업정지	코스닥시장본부
유성티엔에스	코	2024.08.28	중요한 영업정지	코스닥시장본부
동구바이오제약	코	2024.08.28	중요한 영업정지	코스닥시장본부
한국제11호기업인수목적	기	2024.08.27	SPAC 소멸합병	코스닥시장본부
엑시온그룹	코	2024.08.27	영업양수도	코스닥시장본부
에스엔유프리시젼	기	2024.08.27	합병	코스닥시장본부
오늘이엔엠 IR	코	2024.08.26	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
더테크놀로지	기	2024.08.23	불성실공시법인 지정	코스닥시장본부
대호특수강	코	2024.08.20	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
제이시스메디칼	기	2024.08.19	주식교환, 이전	코스닥시장본부
스톰테크	코	2024.08.16	무상증자	코스닥시장본부
제이케이시냅스	코	2024.08.13	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
동구바이오제약	코	2024.08.13	중요한 영업정지	코스닥시장본부
아리바이오홀딩스	코	2024.08.09	우회상장여부 및 요건충족확인	코스닥시장본부
하나금융24호기업인수목적	기	2024.08.07	SPAC 소멸합병	코스닥시장본부
코스나인	기	2024.08.07	풍문 또는 보도 관련	코스닥시장본부
상지건설 IR	코	2024.08.06	자본감소	코스닥시장본부
전진바이오팜	코	2024.08.05	불성실공시법인 지정	코스닥시장본부
에이스테크	코	2024.08.05	불성실공시법인 지정	코스닥시장본부
올리패스	코	2024.08.02	자본감소	코스닥시장본부
한울앤제주	코	2024.07.30	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이비제21호기업인수목적	기	2024.07.29	SPAC 합병(예비심사청구대상)	코스닥시장본부
이큐셀	기	2024.07.29	투자자 보호	코스닥시장본부
쎄트렉아이	코	2024.07.25	단일판매공급계약	코스닥시장본부
큐리옥스바이오시스템즈	코	2024.07.23	무상증자	코스닥시장본부
에코앤드림	코	2024.07.23	무상증자	코스닥시장본부
지놈앤컴퍼니	코	2024.07.22	무상증자	코스닥시장본부
투비소프트	코	2024.07.19	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
씨앗	넥	2024.07.17		코넥스시장
휴엠앤씨	코	2024.07.16	영업양수도	코스닥시장본부
키움제7호기업인수목적	기	2024.07.16	SPAC 합병(예비심사청구대상)	코스닥시장본부
애닉	기	2024.07.16	투자자 보호	코스닥시장본부
하이제7호기업인수목적	기	2024.07.15	상장페지 사유발생	코스닥시장본부
제이케이시냅스	코	2024.07.15	자본감소	코스닥시장본부
키움제6호기업인수목적	기	2024.07.12	SPAC 합병(예비심사청구대상)	코스닥시장본부
제이엘케이	코	2024.07.12	무상증자	코스닥시장본부
엠에프엠코리아	기	2024.07.10	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
뉴보텍	코	2024.07.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이비제25호기업인수목적	기	2024.07.04	SPAC 합병(예비심사청구대상)	코스닥시장본부
셀젠텍	기	2024.07.04	상장적격성 실질심사 사유발생	코넥스시장
TS트릴리온	코	2024.07.01	풍문 또는 보도 관련	코스닥시장본부
비피도	코	2024.06.27	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
알파AI	코	2024.06.26	자본감소	코스닥시장본부
에스엘에스바이오	코	2024.06.25	무상증자	코스닥시장본부
로아앤코	기	2024.06.25	투자자 보호	코스닥시장본부
SKAI	코	2024.06.21	무상증자	코스닥시장본부
커넥트웨이브	기	2024.06.20	주식교환, 이전	코스닥시장본부
엠에프엠코리아	기	2024.06.20	불성실공시법인 지정	코스닥시장본부
유진기업인수목적7호	기	2024.06.19	상장폐지 사유발생	코스닥시장본부
경남제약	코	2024.06.19	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
웰크론한텍 IR	코	2024.06.18	중요한 영업정지	코스닥시장본부
나라소프트	기	2024.06.18	주식의 병합, 분할 등 전자등록 변경, 말소	코넥스시장
한울앤제주	코	2024.06.17	자본감소	코스닥시장본부
케이엔에스	코	2024.06.17	무상증자	코스닥시장본부
에스피소프트	코	2024.06.14	우회상장여부 및 요건충족확인	코스닥시장본부
미래에셋비전기업인수목적1호	기	2024.06.14	SPAC 합병(예비심사청구대상)	코스닥시장본부
인스웨이브	코	2024.06.12	무상증자	코스닥시장본부
GST	코	2024.06.11	무상증자	코스닥시장본부
한국테크놀로지 IR	기	2024.06.04	투자자 보호	코스닥시장본부
셀리버리	기	2024.06.04	투자자 보호	코스닥시장본부
한화플러스제2호기업인수목적	기	2024.06.03	상장폐지 사유발생	코스닥시장본부
유안타제12호기업인수목적	기	2024.05.30	SPAC 합병(예비심사청구대상)	코스닥시장본부
에이텍	코	2024.05.28	영업양수도	코스닥시장본부
비트플래닛	코	2024.05.21	상장적격성 실질심사 대상(사유발생)	코스닥시장본부
경남제약	코	2024.05.21	자본감소	코스닥시장본부
신한제9호기업인수목적	기	2024.05.20	SPAC 소멸합병	코스닥시장본부
TS트릴리온	코	2024.05.16	불성실공시법인 지정	코스닥시장본부
지엔씨에너지	코	2024.05.14	우회상장여부 및 요건충족확인	코스닥시장본부
엔에이치기업인수목적23호	기	2024.05.14	SPAC 합병(예비심사청구대상)	코스닥시장본부
뉴보텍	코	2024.05.14	자본감소	코스닥시장본부
서진시스템	코	2024.05.08	분할	코스닥시장본부
제일일렉트릭	코	2024.05.07	무상증자	코스닥시장본부
투비소프트	코	2024.05.03	자본감소	코스닥시장본부
현대바이오랜드	코	2024.05.02	무상증자	코스닥시장본부
주성엔지니어링	코	2024.05.02	분할	코스닥시장본부
하나금융22호기업인수목적	기	2024.04.30	SPAC 합병(예비심사청구대상)	코스닥시장본부
엔에이치기업인수목적20호	기	2024.04.29	상장폐지 사유발생	코스닥시장본부
케이비제26호기업인수목적	기	2024.04.25	SPAC 합병(예비심사청구대상)	코스닥시장본부
상지건설 IR	코	2024.04.25	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
밸로프	코	2024.04.25	영업양수도	코스닥시장본부
모비데이즈	코	2024.04.25	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
한화플러스제3호기업인수목적	기	2024.04.24	SPAC 합병(예비심사청구대상)	코스닥시장본부
파라택시스코리아	코	2024.04.24	무상증자	코스닥시장본부
오늘이엔엠 IR	코	2024.04.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
디모아	코	2024.04.24	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
어스앤에어로스페이스	기	2024.04.23	투자자 보호	코스닥시장본부
세종텔레콤	코	2024.04.23	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
케이만금세기차륜집단유한공사 IR	기	2024.04.22	풍문 또는 보도 관련	코스닥시장본부
아난티	코	2024.04.22	회계처리 기준위반	코스닥시장본부
신한제8호기업인수목적	기	2024.04.17	상장폐지 사유발생	코스닥시장본부
비트플래닛	코	2024.04.17	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
대양제지공업	기	2024.04.17	상장폐지 사유발생	코스닥시장본부
한싹	코	2024.04.15	무상증자	코스닥시장본부
일승	코	2024.04.15	영업양수도	코스닥시장본부
신신제약	코	2024.04.15	중요한 영업정지	코스닥시장본부
동방선기	코	2024.04.15	영업양수도	코스닥시장본부
하나금융25호기업인수목적	기	2024.04.12	SPAC 합병결정 이후 취소,부인사실 발생	코스닥시장본부
케이비제22호기업인수목적	기	2024.04.11	SPAC 소멸합병	코스닥시장본부
디에이테크놀로지 IR	코	2024.04.11	풍문 또는 보도 관련	코스닥시장본부
나노 IR	코	2024.04.11	상장적격성 실질심사 대상 (사유발생)	코스닥시장본부
TS트릴리온	코	2024.04.11	풍문 또는 보도 관련	코스닥시장본부
인카금융서비스	코	2024.04.09	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
나라소프트	기	2024.04.09	자본감소	코넥스시장
에이루트	코	2024.04.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
셀젠텍	기	2024.04.08	사업보고서 미제출	코넥스시장
비에프랩스	기	2024.04.08	풍문 또는 보도 관련	코스닥시장본부
로아앤코홀딩스	기	2024.04.08	풍문 또는 보도 관련	코스닥시장본부
동화기업	코	2024.04.08	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
대양제지공업	기	2024.04.08	투자자보호 사유 : 자진 상장폐지 결정	코스닥시장본부
교보12호기업인수목적	기	2024.04.08	SPAC 합병(예비심사청구대상)	코스닥시장본부
EDGC	코	2024.04.08	풍문 또는 보도 관련	코스닥시장본부
한주라이트메탈 IR	코	2024.04.05	무상증자	코스닥시장본부
투비소프트	코	2024.04.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
인터로조	코	2024.04.05	상장폐지 사유발생	코스닥시장본부
에이디칩스	기	2024.04.05	풍문 또는 보도 관련	코스닥시장본부
아리바이오홀딩스	코	2024.04.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
싸이버원	코	2024.04.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
시큐레터	코	2024.04.05	풍문 또는 보도 관련	코스닥시장본부
레몬	코	2024.04.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
디에이치엑스컴퍼니	코	2024.04.05	주식의 병합, 분할 등 전자등록 변경, 말소	코스닥시장본부
대산F&B IR	코	2024.04.05	풍문 또는 보도 관련	코스닥시장본부
